,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2009,1.0,0.20662525318918923,0.4073169705141759,-0.20742656966594192,0.2014898546544009,-0.018819629154122414,0.02341140734948394,0.035182707442389306,-0.28358423107616776,0.223608936278827,-0.024433282097059278,0.10463415145523015,-0.23066006132615474,-0.1331142983492761
2010,0.20662525318918923,1.0,0.38827434358256074,0.24390254070363246,-0.08272532942837704,-0.3543025070588563,0.17768835365745791,-0.250864051192104,-0.1689176021046441,-0.1683517487398412,-0.012932450477726324,-0.0803405084551212,-0.13952000322948646,-0.2765432774266492
2011,0.4073169705141759,0.38827434358256074,1.0,0.012336646400762619,-0.18398362630492965,-0.14472185023144757,0.41693769358785865,0.13134049054879388,-0.12658895727485717,0.13658252869930945,0.2853066484132251,0.17976929740739436,-0.23282417152594143,-0.26806498610907975
2012,-0.20742656966594192,0.24390254070363246,0.012336646400762619,1.0,-0.19614885248945785,0.3134064795107725,0.3377492291132453,-0.031374444263997804,0.06447915952061845,0.010927425038992775,0.061029659503043336,0.059861845649153644,0.256842046138767,-0.04957004743927068
2013,0.2014898546544009,-0.08272532942837704,-0.18398362630492965,-0.19614885248945785,1.0,-0.3236705004266274,-0.1787850758106185,-0.041815406485875256,-0.21194665202322843,-0.036550610569973274,-0.16054321371691208,-0.2460956132821449,-0.007123217421952811,0.6289776634928814
2014,-0.018819629154122414,-0.3543025070588563,-0.14472185023144757,0.3134064795107725,-0.3236705004266274,1.0,0.1004781975607736,-0.03844747903433649,0.03893021059525941,0.5135364856923775,-0.09060446699317591,0.431772945467989,0.19256703472493172,0.003925326503858653
2015,0.02341140734948394,0.17768835365745791,0.41693769358785865,0.3377492291132453,-0.1787850758106185,0.1004781975607736,1.0,0.049039546376626685,0.00872263069818849,0.03698042896905937,0.2736073846216681,-0.10305698937231858,-0.12796943901884347,-0.1137781441963441
2016,0.035182707442389306,-0.250864051192104,0.13134049054879388,-0.031374444263997804,-0.041815406485875256,-0.03844747903433649,0.049039546376626685,1.0,0.08302424887648337,-0.019395621039465374,0.027090720270736668,0.3410540430102416,0.13974556468782318,0.03433134985243285
2017,-0.28358423107616776,-0.1689176021046441,-0.12658895727485717,0.06447915952061845,-0.21194665202322843,0.03893021059525941,0.00872263069818849,0.08302424887648337,1.0,-0.28809353371335666,-0.046588462578715226,-0.20540327502622835,0.2957771836810409,-0.21373104635146498
2018,0.223608936278827,-0.1683517487398412,0.13658252869930945,0.010927425038992775,-0.036550610569973274,0.5135364856923775,0.03698042896905937,-0.019395621039465374,-0.28809353371335666,1.0,-0.11982277062354144,0.5046943625327011,-0.1895207748406701,-0.02930192557520583
2019,-0.024433282097059278,-0.012932450477726324,0.2853066484132251,0.061029659503043336,-0.16054321371691208,-0.09060446699317591,0.2736073846216681,0.027090720270736668,-0.046588462578715226,-0.11982277062354144,1.0,0.04067069640616757,0.035379784471184034,-0.26403494577461156
2020,0.10463415145523015,-0.0803405084551212,0.17976929740739436,0.059861845649153644,-0.2460956132821449,0.431772945467989,-0.10305698937231858,0.3410540430102416,-0.20540327502622835,0.5046943625327011,0.04067069640616757,1.0,0.26422549890083086,-0.11323246551992783
2021,-0.23066006132615474,-0.13952000322948646,-0.23282417152594143,0.256842046138767,-0.007123217421952811,0.19256703472493172,-0.12796943901884347,0.13974556468782318,0.2957771836810409,-0.1895207748406701,0.035379784471184034,0.26422549890083086,1.0,0.0018329881410255487
2022,-0.1331142983492761,-0.2765432774266492,-0.26806498610907975,-0.04957004743927068,0.6289776634928814,0.003925326503858653,-0.1137781441963441,0.03433134985243285,-0.21373104635146498,-0.02930192557520583,-0.26403494577461156,-0.11323246551992783,0.0018329881410255487,1.0
