,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2009,1.0,0.6526806399813252,0.5352198202019423,0.03010679238827043,-0.11586544757710858,-0.2831827358942998,-0.014811970539375363,0.017609018126512426,0.4686787557113356,0.5176954350897051,0.2974596327838855,0.5756504468444391,0.37649664426800994,0.42609086936876434
2010,0.6526806399813252,1.0,0.3301223096729077,0.07153982959915499,-0.31086072237192697,-0.13868293975300858,0.13112744991060113,-0.05306865014453273,0.4300331299438287,0.47288917038868467,0.5070885103746645,0.15882422856379452,0.3080412304452952,0.6524710600916985
2011,0.5352198202019423,0.3301223096729077,1.0,-0.09279054963120495,-0.11861949881514758,-0.3511910560050137,-0.21548448422797636,0.25617592059514305,0.33422133335091364,0.3846023074846854,0.04012861769525602,0.4821189150695023,0.34513545272200513,0.2219142518966277
2012,0.03010679238827043,0.07153982959915499,-0.09279054963120495,1.0,0.2048759862494807,-0.04512075384775595,0.34515827354297646,0.024550071834116127,0.2809616629741988,0.1277448834408414,0.21064691011225609,-0.2820526057691126,-0.05623956589221533,0.01100934110734839
2013,-0.11586544757710858,-0.31086072237192697,-0.11861949881514758,0.2048759862494807,1.0,-0.006882327126544835,0.12239404689833484,-0.14550656745371027,-0.30675477844443405,-0.411970533791557,-0.05841863000782335,-0.15501002409786638,-0.18586303566661883,-0.1544927556569987
2014,-0.2831827358942998,-0.13868293975300858,-0.3511910560050137,-0.04512075384775595,-0.006882327126544835,1.0,0.1082179540062128,-0.12865350418053528,-0.09605899634628208,0.022314703064614826,0.09512647846482492,-0.1250541383368102,-0.08596023825918825,-0.15705571898964651
2015,-0.014811970539375363,0.13112744991060113,-0.21548448422797636,0.34515827354297646,0.12239404689833484,0.1082179540062128,1.0,-0.3196401278324654,0.15073196670303038,-0.035015346893678044,0.3253292106115884,-0.2306563079926519,0.25103670940701306,0.06454527732282013
2016,0.017609018126512426,-0.05306865014453273,0.25617592059514305,0.024550071834116127,-0.14550656745371027,-0.12865350418053528,-0.3196401278324654,1.0,0.14757295747452434,-0.17344807828399028,-0.10465362369445698,0.2742127455384696,-0.022271770159368615,0.03139110478868212
2017,0.4686787557113356,0.4300331299438287,0.33422133335091364,0.2809616629741988,-0.30675477844443405,-0.09605899634628208,0.15073196670303038,0.14757295747452434,1.0,0.4278229668621466,0.15108304655560145,0.11000989752944434,0.6080415332630164,0.636046606163589
2018,0.5176954350897051,0.47288917038868467,0.3846023074846854,0.1277448834408414,-0.411970533791557,0.022314703064614826,-0.035015346893678044,-0.17344807828399028,0.4278229668621466,1.0,0.18941185998531496,0.3705551298494608,0.24336873124988867,0.332128334849303
2019,0.2974596327838855,0.5070885103746645,0.04012861769525602,0.21064691011225609,-0.05841863000782335,0.09512647846482492,0.3253292106115884,-0.10465362369445698,0.15108304655560145,0.18941185998531496,1.0,0.06424781526225411,0.02432161516453626,0.36422790492023316
2020,0.5756504468444391,0.15882422856379452,0.4821189150695023,-0.2820526057691126,-0.15501002409786638,-0.1250541383368102,-0.2306563079926519,0.2742127455384696,0.11000989752944434,0.3705551298494608,0.06424781526225411,1.0,0.09844447019215552,0.04710758772412535
2021,0.37649664426800994,0.3080412304452952,0.34513545272200513,-0.05623956589221533,-0.18586303566661883,-0.08596023825918825,0.25103670940701306,-0.022271770159368615,0.6080415332630164,0.24336873124988867,0.02432161516453626,0.09844447019215552,1.0,0.45443805608641963
2022,0.42609086936876434,0.6524710600916985,0.2219142518966277,0.01100934110734839,-0.1544927556569987,-0.15705571898964651,0.06454527732282013,0.03139110478868212,0.636046606163589,0.332128334849303,0.36422790492023316,0.04710758772412535,0.45443805608641963,1.0
